,folder,no,sl0,sl1,sl2,dur,diff
107,Actual Test 14,44,26.219,24.133,18.323,"[(0, 2083, 2083), (2083, 4738, 2655), (4738, 6265, 1527), (6265, 9792, 3527), (9792, 10553, 761), (10553, 13347, 2794), (13347, 15565, 2218), (15565, 17397, 1832), (17397, 21105, 3708), (21105, 22098, 993), (22098, 26219, 4121), (26219, 28874, 2655), (28874, 30401, 1527), (30401, 33929, 3528), (33929, 34689, 760), (34689, 37484, 2795), (37484, 39701, 2217), (39701, 41533, 1832), (41533, 45241, 3708), (45241, 46235, 994), (46235, 50352, 4117), (50352, 51218, 866), (51218, 53785, 2567), (53785, 54653, 868), (54653, 57352, 2699), (57352, 58333, 981), (58333, 61604, 3271), (61604, 62480, 876), (62480, 68675, 6195)]",2.086
108,Actual Test 14,45,21.231,19.089,16.365,"[(0, 2147, 2147), (2147, 4727, 2580), (4727, 6746, 2019), (6746, 8742, 1996), (8742, 10028, 1286), (10028, 11401, 1373), (11401, 12339, 938), (12339, 16495, 4156), (16495, 17456, 961), (17456, 21231, 3775), (21231, 23811, 2580), (23811, 25830, 2019), (25830, 27826, 1996), (27826, 29112, 1286), (29112, 30484, 1372), (30484, 31422, 938), (31422, 35578, 4156), (35578, 36539, 961), (36539, 40320, 3781), (40320, 41219, 899), (41219, 43533, 2314), (43533, 44428, 895), (44428, 46908, 2480), (46908, 47942, 1034), (47942, 50331, 2389), (50331, 51215, 884), (51215, 56685, 5470)]",2.142
109,Actual Test 14,52,35.433,32.571,21.282,"[(0, 2128, 2128), (2128, 5266, 3138), (5266, 13259, 7993), (13259, 14289, 1030), (14289, 16835, 2546), (16835, 20166, 3331), (20166, 22252, 2086), (22252, 22923, 671), (22923, 26688, 3765), (26688, 30614, 3926), (30614, 31555, 941), (31555, 35433, 3878), (35433, 38527, 3094), (38527, 41715, 3188), (41715, 46879, 5164), (46879, 47877, 998), (47877, 50262, 2385), (50262, 53441, 3179), (53441, 55202, 1761), (55202, 63056, 7854), (63056, 64035, 979), (64035, 68004, 3969), (68004, 68851, 847), (68851, 72399, 3548), (72399, 73199, 800), (73199, 76936, 3737), (76936, 77858, 922), (77858, 81547, 3689), (81547, 82398, 851), (82398, 89286, 6888)]",2.862
110,Actual Test 14,56,34.302,32.223,19.365,"[(0, 2213, 2213), (2213, 4444, 2231), (4444, 8900, 4456), (8900, 11277, 2377), (11277, 14815, 3538), (14815, 22256, 7441), (22256, 24588, 2332), (24588, 28299, 3711), (28299, 29221, 922), (29221, 34302, 5081), (34302, 36543, 2241), (36543, 40716, 4173), (40716, 43014, 2298), (43014, 46554, 3540), (46554, 56581, 10027), (56581, 60193, 3612), (60193, 61165, 972), (61165, 66525, 5360), (66525, 67344, 819), (67344, 71217, 3873), (71217, 72050, 833), (72050, 75290, 3240), (75290, 76182, 892), (76182, 79266, 3084), (79266, 80066, 800), (80066, 85890, 5824)]",2.079
111,Actual Test 14,57,38.954,39.527,21.776,"[(0, 2104, 2104), (2104, 7503, 5399), (7503, 12147, 4644), (12147, 16342, 4195), (16342, 18592, 2250), (18592, 22769, 4177), (22769, 29630, 6861), (29630, 34058, 4428), (34058, 35042, 984), (35042, 38954, 3912), (38954, 40333, 1379), (40333, 45083, 4750), (45083, 50018, 4935), (50018, 56918, 6900), (56918, 61294, 4376), (61294, 63652, 2358), (63652, 68808, 5156), (68808, 73464, 4656), (73464, 74522, 1058), (74522, 78481, 3959), (78481, 79323, 842), (79323, 83260, 3937), (83260, 84179, 919), (84179, 87498, 3319), (87498, 88478, 980), (88478, 92355, 3877), (92355, 93210, 855), (93210, 100257, 7047)]",0.573
112,Actual Test 14,59,36.814,35.058,22.011,"[(0, 2041, 2041), (2041, 13785, 11744), (13785, 17496, 3711), (17496, 24712, 7216), (24712, 31123, 6411), (31123, 32097, 974), (32097, 36814, 4717), (36814, 37758, 944), (37758, 48236, 10478), (48236, 52265, 4029), (52265, 59945, 7680), (59945, 66060, 6115), (66060, 67040, 980), (67040, 71872, 4832), (71872, 72748, 876), (72748, 76742, 3994), (76742, 77558, 816), (77558, 81370, 3812), (81370, 82322, 952), (82322, 85740, 3418), (85740, 86603, 863), (86603, 93883, 7280)]",1.756
113,Actual Test 14,60,43.087,40.042,23.815,"[(0, 1934, 1934), (1934, 7200, 5266), (7200, 9782, 2582), (9782, 15850, 6068), (15850, 22042, 6192), (22042, 27252, 5210), (27252, 30853, 3601), (30853, 38416, 7563), (38416, 39329, 913), (39329, 43087, 3758), (43087, 48186, 5099), (48186, 50445, 2259), (50445, 56191, 5746), (56191, 58323, 2132), (58323, 62597, 4274), (62597, 67194, 4597), (67194, 70818, 3624), (70818, 78547, 7729), (78547, 79444, 897), (79444, 83129, 3685), (83129, 84000, 871), (84000, 87963, 3963), (87963, 88781, 818), (88781, 92970, 4189), (92970, 93899, 929), (93899, 98187, 4288), (98187, 99106, 919), (99106, 106944, 7838)]",3.045
114,Actual Test 15,37,25.439,23.349,15.498,"[(0, 2084, 2084), (2084, 5479, 3395), (5479, 7219, 1740), (7219, 10657, 3438), (10657, 12150, 1493), (12150, 14532, 2382), (14532, 16393, 1861), (16393, 20164, 3771), (20164, 21170, 1006), (21170, 25439, 4269), (25439, 28834, 3395), (28834, 30574, 1740), (30574, 34013, 3439), (34013, 35505, 1492), (35505, 37887, 2382), (37887, 39748, 1861), (39748, 43519, 3771), (43519, 44525, 1006), (44525, 48788, 4263), (48788, 49632, 844), (49632, 51755, 2123), (51755, 52697, 942), (52697, 54854, 2157), (54854, 55816, 962), (55816, 57834, 2018), (57834, 58678, 844), (58678, 64286, 5608)]",2.09
115,Actual Test 15,41,26.185,24.17,17.51,"[(0, 2017, 2017), (2017, 5439, 3422), (5439, 8576, 3137), (8576, 10113, 1537), (10113, 13136, 3023), (13136, 13977, 841), (13977, 14744, 767), (14744, 17620, 2876), (17620, 20878, 3258), (20878, 21854, 976), (21854, 26185, 4331), (26185, 29607, 3422), (29607, 32744, 3137), (32744, 34281, 1537), (34281, 37304, 3023), (37304, 38145, 841), (38145, 38911, 766), (38911, 41788, 2877), (41788, 45046, 3258), (45046, 46022, 976), (46022, 50355, 4333), (50355, 51241, 886), (51241, 54394, 3153), (54394, 55233, 839), (55233, 57976, 2743), (57976, 58951, 975), (58951, 61792, 2841), (61792, 62627, 835), (62627, 67865, 5238)]",2.015
116,Actual Test 15,42,25.081,22.929,18.627,"[(0, 2106, 2106), (2106, 4427, 2321), (4427, 6237, 1810), (6237, 9622, 3385), (9622, 11501, 1879), (11501, 14371, 2870), (14371, 18842, 4471), (18842, 19781, 939), (19781, 25081, 5300), (25081, 27403, 2322), (27403, 29212, 1809), (29212, 32597, 3385), (32597, 34476, 1879), (34476, 37346, 2870), (37346, 41817, 4471), (41817, 42756, 939), (42756, 48010, 5254), (48010, 48865, 855), (48865, 52004, 3139), (52004, 52811, 807), (52811, 56170, 3359), (56170, 57130, 960), (57130, 60124, 2994), (60124, 60972, 848), (60972, 66637, 5665)]",2.152
117,Actual Test 15,44,27.755,25.641,18.57,"[(0, 2101, 2101), (2101, 4961, 2860), (4961, 6671, 1710), (6671, 8457, 1786), (8457, 10891, 2434), (10891, 13653, 2762), (13653, 16838, 3185), (16838, 17635, 797), (17635, 19432, 1797), (19432, 22640, 3208), (22640, 23601, 961), (23601, 27755, 4154), (27755, 30615, 2860), (30615, 32324, 1709), (32324, 34110, 1786), (34110, 36544, 2434), (36544, 39306, 2762), (39306, 42491, 3185), (42491, 43288, 797), (43288, 45086, 1798), (45086, 48294, 3208), (48294, 49255, 961), (49255, 53396, 4141), (53396, 54265, 869), (54265, 56994, 2729), (56994, 57822, 828), (57822, 60801, 2979), (60801, 61762, 961), (61762, 64708, 2946), (64708, 65566, 858), (65566, 71966, 6400)]",2.114
118,Actual Test 15,45,30.831,28.683,17.337,"[(0, 2134, 2134), (2134, 5748, 3614), (5748, 9464, 3716), (9464, 12888, 3424), (12888, 17993, 5105), (17993, 21464, 3471), (21464, 25668, 4204), (25668, 26629, 961), (26629, 30831, 4202), (30831, 34444, 3613), (34444, 38161, 3717), (38161, 41585, 3424), (41585, 46689, 5104), (46689, 50161, 3472), (50161, 54365, 4204), (54365, 55325, 960), (55325, 59514, 4189), (59514, 60359, 845), (60359, 62801, 2442), (62801, 63708, 907), (63708, 65968, 2260), (65968, 66903, 935), (66903, 69683, 2780), (69683, 70586, 903), (70586, 76851, 6265)]",2.148
119,Actual Test 15,52,24.21,20.987,19.69,"[(0, 2046, 2046), (2046, 6544, 4498), (6544, 10827, 4283), (10827, 19679, 8852), (19679, 20584, 905), (20584, 24210, 3626), (24210, 28611, 4401), (28611, 32620, 4009), (32620, 40547, 7927), (40547, 41487, 940), (41487, 45197, 3710), (45197, 46068, 871), (46068, 49312, 3244), (49312, 50119, 807), (50119, 53185, 3066), (53185, 54118, 933), (54118, 57158, 3040), (57158, 58045, 887), (58045, 64887, 6842)]",3.223
120,Actual Test 15,56,43.54,39.578,22.024,"[(0, 2218, 2218), (2218, 10378, 8160), (10378, 14802, 4424), (14802, 17724, 2922), (17724, 19059, 1335), (19059, 23763, 4704), (23763, 29465, 5702), (29465, 37556, 8091), (37556, 38472, 916), (38472, 43540, 5068), (43540, 49145, 5605), (49145, 51557, 2412), (51557, 55767, 4210), (55767, 58767, 3000), (58767, 60086, 1319), (60086, 64078, 3992), (64078, 69574, 5496), (69574, 77257, 7683), (77257, 78250, 993), (78250, 83118, 4868), (83118, 83983, 865), (83983, 87625, 3642), (87625, 88461, 836), (88461, 92664, 4203), (92664, 93577, 913), (93577, 97387, 3810), (97387, 98233, 846), (98233, 105142, 6909)]",3.962
121,Actual Test 15,57,36.453,34.868,24.547,"[(0, 2140, 2140), (2140, 13553, 11413), (13553, 20585, 7032), (20585, 26436, 5851), (26436, 28546, 2110), (28546, 31687, 3141), (31687, 32614, 927), (32614, 36453, 3839), (36453, 38928, 2475), (38928, 43500, 4572), (43500, 47983, 4483), (47983, 55201, 7218), (55201, 61226, 6025), (61226, 63077, 1851), (63077, 66283, 3206), (66283, 67282, 999), (67282, 71321, 4039), (71321, 72205, 884), (72205, 77103, 4898), (77103, 77981, 878), (77981, 82014, 4033), (82014, 83024, 1010), (83024, 87567, 4543), (87567, 88417, 850), (88417, 95868, 7451)]",1.585
122,Actual Test 15,59,36.62,34.403,17.74,"[(0, 2125, 2125), (2125, 7261, 5136), (7261, 11093, 3832), (11093, 13760, 2667), (13760, 18529, 4769), (18529, 21385, 2856), (21385, 24222, 2837), (24222, 29672, 5450), (29672, 30632, 960), (30632, 36620, 5988), (36620, 45606, 8986), (45606, 48262, 2656), (48262, 53105, 4843), (53105, 58588, 5483), (58588, 64070, 5482), (64070, 65060, 990), (65060, 71023, 5963), (71023, 71889, 866), (71889, 74478, 2589), (74478, 75400, 922), (75400, 78162, 2762), (78162, 79084, 922), (79084, 81716, 2632), (81716, 82567, 851), (82567, 88763, 6196)]",2.217
123,Actual Test 15,60,35.069,32.401,21.711,"[(0, 1857, 1857), (1857, 9490, 7633), (9490, 11344, 1854), (11344, 14792, 3448), (14792, 20823, 6031), (20823, 25773, 4950), (25773, 30363, 4590), (30363, 31284, 921), (31284, 35069, 3785), (35069, 41736, 6667), (41736, 47389, 5653), (47389, 53560, 6171), (53560, 58255, 4695), (58255, 62735, 4480), (62735, 63715, 980), (63715, 67470, 3755), (67470, 68322, 852), (68322, 71780, 3458), (71780, 72555, 775), (72555, 76325, 3770), (76325, 77308, 983), (77308, 81315, 4007), (81315, 82193, 878), (82193, 89181, 6988)]",2.668
124,Actual Test 16,37,28.584,26.121,17.392,"[(0, 2510, 2510), (2510, 5961, 3451), (5961, 7582, 1621), (7582, 9793, 2211), (9793, 13976, 4183), (13976, 14917, 941), (14917, 18615, 3698), (18615, 20016, 1401), (20016, 23783, 3767), (23783, 24718, 935), (24718, 28584, 3866), (28584, 32035, 3451), (32035, 33656, 1621), (33656, 35867, 2211), (35867, 40049, 4182), (40049, 40990, 941), (40990, 44689, 3699), (44689, 46090, 1401), (46090, 49857, 3767), (49857, 50792, 935), (50792, 54705, 3913), (54705, 55565, 860), (55565, 58132, 2567), (58132, 59105, 973), (59105, 61632, 2527), (61632, 62484, 852), (62484, 65195, 2711), (65195, 66004, 809), (66004, 72097, 6093)]",2.463
125,Actual Test 16,41,31.445,28.77,20.32,"[(0, 2592, 2592), (2592, 6059, 3467), (6059, 10605, 4546), (10605, 12371, 1766), (12371, 13880, 1509), (13880, 14979, 1099), (14979, 17388, 2409), (17388, 19787, 2399), (19787, 24549, 4762), (24549, 25631, 1082), (25631, 31445, 5814), (31445, 34912, 3467), (34912, 39458, 4546), (39458, 41224, 1766), (41224, 42733, 1509), (42733, 43832, 1099), (43832, 46241, 2409), (46241, 48640, 2399), (48640, 53402, 4762), (53402, 54484, 1082), (54484, 60215, 5731), (60215, 61080, 865), (61080, 63850, 2770), (63850, 64611, 761), (64611, 68049, 3438), (68049, 69047, 998), (69047, 72618, 3571), (72618, 73469, 851), (73469, 80535, 7066)]",2.675
126,Actual Test 16,42,30.394,27.924,22.112,"[(0, 2422, 2422), (2422, 5616, 3194), (5616, 7868, 2252), (7868, 11014, 3146), (11014, 12156, 1142), (12156, 14988, 2832), (14988, 16013, 1025), (16013, 19407, 3394), (19407, 20167, 760), (20167, 24552, 4385), (24552, 25726, 1174), (25726, 30394, 4668), (30394, 33587, 3193), (33587, 35839, 2252), (35839, 38986, 3147), (38986, 40128, 1142), (40128, 42960, 2832), (42960, 43985, 1025), (43985, 47379, 3394), (47379, 48139, 760), (48139, 52524, 4385), (52524, 53697, 1173), (53697, 58318, 4621), (58318, 59162, 844), (59162, 62724, 3562), (62724, 63777, 1053), (63777, 67249, 3472), (67249, 68461, 1212), (68461, 72202, 3741), (72202, 73353, 1151), (73353, 80430, 7077)]",2.47
127,Actual Test 16,44,32.973,30.206,21.378,"[(0, 2696, 2696), (2696, 6053, 3357), (6053, 7489, 1436), (7489, 8796, 1307), (8796, 11489, 2693), (11489, 14428, 2939), (14428, 18608, 4180), (18608, 21953, 3345), (21953, 27250, 5297), (27250, 28382, 1132), (28382, 32973, 4591), (32973, 36329, 3356), (36329, 37766, 1437), (37766, 39072, 1306), (39072, 41765, 2693), (41765, 44705, 2940), (44705, 48885, 4180), (48885, 52229, 3344), (52229, 57527, 5298), (57527, 58659, 1132), (58659, 63179, 4520), (63179, 64097, 918), (64097, 67600, 3503), (67600, 68467, 867), (68467, 72048, 3581), (72048, 72886, 838), (72886, 77102, 4216), (77102, 77882, 780), (77882, 84557, 6675)]",2.767
128,Actual Test 16,45,31.762,29.239,20.814,"[(0, 2536, 2536), (2536, 3739, 1203), (3739, 5572, 1833), (5572, 8913, 3341), (8913, 10800, 1887), (10800, 15590, 4790), (15590, 18680, 3090), (18680, 21099, 2419), (21099, 22069, 970), (22069, 26160, 4091), (26160, 27203, 1043), (27203, 31762, 4559), (31762, 32965, 1203), (32965, 34798, 1833), (34798, 38139, 3341), (38139, 40026, 1887), (40026, 44816, 4790), (44816, 47906, 3090), (47906, 50325, 2419), (50325, 51295, 970), (51295, 55386, 4091), (55386, 56429, 1043), (56429, 61001, 4572), (61001, 61807, 806), (61807, 65453, 3646), (65453, 66344, 891), (66344, 69937, 3593), (69937, 70798, 861), (70798, 74095, 3297), (74095, 74864, 769), (74864, 81815, 6951)]",2.523
129,Actual Test 16,52,34.63,31.368,20.728,"[(0, 2321, 2321), (2321, 7763, 5442), (7763, 9472, 1709), (9472, 12030, 2558), (12030, 15462, 3432), (15462, 17362, 1900), (17362, 20929, 3567), (20929, 24095, 3166), (24095, 25093, 998), (25093, 29198, 4105), (29198, 30346, 1148), (30346, 34630, 4284), (34630, 44285, 9655), (44285, 52894, 8609), (52894, 60667, 7773), (60667, 61812, 1145), (61812, 65998, 4186), (65998, 66809, 811), (66809, 70022, 3213), (70022, 70925, 903), (70925, 74260, 3335), (74260, 75248, 988), (75248, 78765, 3517), (78765, 79662, 897), (79662, 86726, 7064)]",3.262
130,Actual Test 16,56,28.617,26.768,21.022,"[(0, 2593, 2593), (2593, 5949, 3356), (5949, 9835, 3886), (9835, 11548, 1713), (11548, 12858, 1310), (12858, 15682, 2824), (15682, 18862, 3180), (18862, 23588, 4726), (23588, 24726, 1138), (24726, 28617, 3891), (28617, 32020, 3403), (32020, 37018, 4998), (37018, 42055, 5037), (42055, 45406, 3351), (45406, 50308, 4902), (50308, 51374, 1066), (51374, 55385, 4011), (55385, 56163, 778), (56163, 59768, 3605), (59768, 60758, 990), (60758, 63970, 3212), (63970, 64964, 994), (64964, 68606, 3642), (68606, 69545, 939), (69545, 76407, 6862)]",1.849
131,Actual Test 16,57,36.523,36.432,14.215,"[(0, 2500, 2500), (2500, 6611, 4111), (6611, 8392, 1781), (8392, 11981, 3589), (11981, 16574, 4593), (16574, 20654, 4080), (20654, 22145, 1491), (22145, 23540, 1395), (23540, 26729, 3189), (26729, 30584, 3855), (30584, 31543, 959), (31543, 36523, 4980), (36523, 40400, 3877), (40400, 42340, 1940), (42340, 44870, 2530), (44870, 46291, 1421), (46291, 49750, 3459), (49750, 51247, 1497), (51247, 54191, 2944), (54191, 55638, 1447), (55638, 57217, 1579), (57217, 58646, 1429), (58646, 60369, 1723), (60369, 62526, 2157), (62526, 66530, 4004), (66530, 67893, 1363), (67893, 72955, 5062), (72955, 73754, 799), (73754, 75590, 1836), (75590, 76511, 921), (76511, 78269, 1758), (78269, 79203, 934), (79203, 81016, 1813), (81016, 81885, 869), (81885, 87170, 5285)]",0.091
132,Actual Test 16,59,37.433,35.005,23.012,"[(0, 2423, 2423), (2423, 10033, 7610), (10033, 21847, 11814), (21847, 32034, 10187), (32034, 33094, 1060), (33094, 37433, 4339), (37433, 39714, 2281), (39714, 45065, 5351), (45065, 48898, 3833), (48898, 52067, 3169), (52067, 54718, 2651), (54718, 57084, 2366), (57084, 62206, 5122), (62206, 67097, 4891), (67097, 68283, 1186), (68283, 72438, 4155), (72438, 73468, 1030), (73468, 78008, 4540), (78008, 78854, 846), (78854, 83267, 4413), (83267, 84221, 954), (84221, 87538, 3317), (87538, 88409, 871), (88409, 95450, 7041)]",2.428
